"Notes"	"State"	"State Code"	"Year"	"Year Code"	Avg Daily Precipitation (mm)
	"North Carolina"	"37"	"1993"	"1993"	3.18
	"North Carolina"	"37"	"1994"	"1994"	3.48
	"North Carolina"	"37"	"1995"	"1995"	3.72
	"North Carolina"	"37"	"1996"	"1996"	3.84
	"North Carolina"	"37"	"1997"	"1997"	3.13
	"North Carolina"	"37"	"1998"	"1998"	3.63
	"North Carolina"	"37"	"1999"	"1999"	3.43
	"North Carolina"	"37"	"2000"	"2000"	2.99
	"North Carolina"	"37"	"2001"	"2001"	2.62
	"North Carolina"	"37"	"2002"	"2002"	3.27
	"North Carolina"	"37"	"2003"	"2003"	4.32
	"North Carolina"	"37"	"2004"	"2004"	3.35
	"North Carolina"	"37"	"2005"	"2005"	3.30
	"North Carolina"	"37"	"2006"	"2006"	3.63
	"North Carolina"	"37"	"2007"	"2007"	2.34
	"North Carolina"	"37"	"2008"	"2008"	3.19
	"North Carolina"	"37"	"2009"	"2009"	3.70
	"North Carolina"	"37"	"2010"	"2010"	3.21
	"North Carolina"	"37"	"2011"	"2011"	3.10
"Total"	"North Carolina"	"37"			3.35
	"North Dakota"	"38"	"1979"	"1979"	0.98
	"North Dakota"	"38"	"1980"	"1980"	1.14
	"North Dakota"	"38"	"1981"	"1981"	1.18
	"North Dakota"	"38"	"1982"	"1982"	1.47
	"North Dakota"	"38"	"1983"	"1983"	1.09
	"North Dakota"	"38"	"1984"	"1984"	1.08
	"North Dakota"	"38"	"1985"	"1985"	1.19
	"North Dakota"	"38"	"1986"	"1986"	1.50
	"North Dakota"	"38"	"1987"	"1987"	1.09
	"North Dakota"	"38"	"1988"	"1988"	0.78
	"North Dakota"	"38"	"1989"	"1989"	0.98
	"North Dakota"	"38"	"1990"	"1990"	1.03
	"North Dakota"	"38"	"1991"	"1991"	1.35
	"North Dakota"	"38"	"1992"	"1992"	1.02
	"North Dakota"	"38"	"1993"	"1993"	1.59
	"North Dakota"	"38"	"1994"	"1994"	1.44
	"North Dakota"	"38"	"1995"	"1995"	1.37
	"North Dakota"	"38"	"1996"	"1996"	1.32
	"North Dakota"	"38"	"1997"	"1997"	1.17
	"North Dakota"	"38"	"1998"	"1998"	1.49
	"North Dakota"	"38"	"1999"	"1999"	1.55
	"North Dakota"	"38"	"2000"	"2000"	1.53
	"North Dakota"	"38"	"2001"	"2001"	1.30
	"North Dakota"	"38"	"2002"	"2002"	1.20
	"North Dakota"	"38"	"2003"	"2003"	1.15
	"North Dakota"	"38"	"2004"	"2004"	1.25
	"North Dakota"	"38"	"2005"	"2005"	1.53
	"North Dakota"	"38"	"2006"	"2006"	1.00
	"North Dakota"	"38"	"2007"	"2007"	1.40
	"North Dakota"	"38"	"2008"	"2008"	1.42
	"North Dakota"	"38"	"2009"	"2009"	1.38
	"North Dakota"	"38"	"2010"	"2010"	1.66
	"North Dakota"	"38"	"2011"	"2011"	1.60
"Total"	"North Dakota"	"38"			1.28
	"Ohio"	"39"	"1979"	"1979"	3.04
	"Ohio"	"39"	"1980"	"1980"	2.71
	"Ohio"	"39"	"1981"	"1981"	2.69
	"Ohio"	"39"	"1982"	"1982"	2.62
	"Ohio"	"39"	"1983"	"1983"	2.80
	"Ohio"	"39"	"1984"	"1984"	2.52
	"Ohio"	"39"	"1985"	"1985"	2.75
	"Ohio"	"39"	"1986"	"1986"	2.71
	"Ohio"	"39"	"1987"	"1987"	2.18
	"Ohio"	"39"	"1988"	"1988"	2.23
	"Ohio"	"39"	"1989"	"1989"	2.94
	"Ohio"	"39"	"1990"	"1990"	3.54
	"Ohio"	"39"	"1991"	"1991"	2.19
	"Ohio"	"39"	"1992"	"1992"	2.64
	"Ohio"	"39"	"1993"	"1993"	2.45
	"Ohio"	"39"	"1994"	"1994"	2.26
	"Ohio"	"39"	"1995"	"1995"	2.52
	"Ohio"	"39"	"1996"	"1996"	3.21
	"Ohio"	"39"	"1997"	"1997"	2.61
	"Ohio"	"39"	"1998"	"1998"	2.69
	"Ohio"	"39"	"1999"	"1999"	2.14
	"Ohio"	"39"	"2000"	"2000"	2.63
	"Ohio"	"39"	"2001"	"2001"	2.52
	"Ohio"	"39"	"2002"	"2002"	2.64
	"Ohio"	"39"	"2003"	"2003"	3.09
	"Ohio"	"39"	"2004"	"2004"	2.99
	"Ohio"	"39"	"2005"	"2005"	2.75
	"Ohio"	"39"	"2006"	"2006"	3.02
	"Ohio"	"39"	"2007"	"2007"	2.75
	"Ohio"	"39"	"2008"	"2008"	3.01
	"Ohio"	"39"	"2009"	"2009"	2.48
	"Ohio"	"39"	"2010"	"2010"	2.39
	"Ohio"	"39"	"2011"	"2011"	3.81
"Total"	"Ohio"	"39"			2.71
	"Oklahoma"	"40"	"1979"	"1979"	2.36
	"Oklahoma"	"40"	"1980"	"1980"	1.83
	"Oklahoma"	"40"	"1981"	"1981"	2.41
	"Oklahoma"	"40"	"1982"	"1982"	2.44
	"Oklahoma"	"40"	"1983"	"1983"	2.25
	"Oklahoma"	"40"	"1984"	"1984"	2.40
	"Oklahoma"	"40"	"1985"	"1985"	2.85
	"Oklahoma"	"40"	"1986"	"1986"	2.72
	"Oklahoma"	"40"	"1987"	"1987"	2.84
	"Oklahoma"	"40"	"1988"	"1988"	2.02
	"Oklahoma"	"40"	"1989"	"1989"	2.44
	"Oklahoma"	"40"	"1990"	"1990"	2.96
	"Oklahoma"	"40"	"1991"	"1991"	2.66
	"Oklahoma"	"40"	"1992"	"1992"	2.87
	"Oklahoma"	"40"	"1993"	"1993"	2.69
	"Oklahoma"	"40"	"1994"	"1994"	2.56
	"Oklahoma"	"40"	"1995"	"1995"	2.68
	"Oklahoma"	"40"	"1996"	"1996"	2.63
	"Oklahoma"	"40"	"1997"	"1997"	2.75
	"Oklahoma"	"40"	"1998"	"1998"	2.51
	"Oklahoma"	"40"	"1999"	"1999"	2.66
	"Oklahoma"	"40"	"2000"	"2000"	2.54
	"Oklahoma"	"40"	"2001"	"2001"	2.24
	"Oklahoma"	"40"	"2002"	"2002"	2.45
	"Oklahoma"	"40"	"2003"	"2003"	1.99
	"Oklahoma"	"40"	"2004"	"2004"	2.79
	"Oklahoma"	"40"	"2005"	"2005"	1.97
	"Oklahoma"	"40"	"2006"	"2006"	2.14
	"Oklahoma"	"40"	"2007"	"2007"	3.09
	"Oklahoma"	"40"	"2008"	"2008"	2.71
	"Oklahoma"	"40"	"2009"	"2009"	2.68
	"Oklahoma"	"40"	"2010"	"2010"	2.22
	"Oklahoma"	"40"	"2011"	"2011"	1.81
"Total"	"Oklahoma"	"40"			2.49
	"Oregon"	"41"	"1979"	"1979"	2.28
	"Oregon"	"41"	"1980"	"1980"	2.29
	"Oregon"	"41"	"1981"	"1981"	2.69
	"Oregon"	"41"	"1982"	"1982"	2.63
	"Oregon"	"41"	"1983"	"1983"	3.19
	"Oregon"	"41"	"1984"	"1984"	2.63
	"Oregon"	"41"	"1985"	"1985"	1.58
	"Oregon"	"41"	"1986"	"1986"	2.32
	"Oregon"	"41"	"1987"	"1987"	1.91
	"Oregon"	"41"	"1988"	"1988"	2.06
	"Oregon"	"41"	"1989"	"1989"	1.90
	"Oregon"	"41"	"1990"	"1990"	2.05
	"Oregon"	"41"	"1991"	"1991"	2.10
	"Oregon"	"41"	"1992"	"1992"	1.93
	"Oregon"	"41"	"1993"	"1993"	2.23
	"Oregon"	"41"	"1994"	"1994"	1.98
	"Oregon"	"41"	"1995"	"1995"	2.95
	"Oregon"	"41"	"1996"	"1996"	3.30
	"Oregon"	"41"	"1997"	"1997"	2.17
	"Oregon"	"41"	"1998"	"1998"	2.96
	"Oregon"	"41"	"1999"	"1999"	2.15
	"Oregon"	"41"	"2000"	"2000"	1.95
	"Oregon"	"41"	"2001"	"2001"	1.72
	"Oregon"	"41"	"2002"	"2002"	1.77
	"Oregon"	"41"	"2003"	"2003"	2.14
	"Oregon"	"41"	"2004"	"2004"	1.99
	"Oregon"	"41"	"2005"	"2005"	2.26
	"Oregon"	"41"	"2006"	"2006"	2.43
	"Oregon"	"41"	"2007"	"2007"	1.84
	"Oregon"	"41"	"2008"	"2008"	1.85
	"Oregon"	"41"	"2009"	"2009"	1.90
	"Oregon"	"41"	"2010"	"2010"	2.61
	"Oregon"	"41"	"2011"	"2011"	2.08
"Total"	"Oregon"	"41"			2.24
	"Pennsylvania"	"42"	"1979"	"1979"	3.32
	"Pennsylvania"	"42"	"1980"	"1980"	2.58
	"Pennsylvania"	"42"	"1981"	"1981"	2.79
	"Pennsylvania"	"42"	"1982"	"1982"	2.65
	"Pennsylvania"	"42"	"1983"	"1983"	3.22
	"Pennsylvania"	"42"	"1984"	"1984"	3.15
	"Pennsylvania"	"42"	"1985"	"1985"	2.87
	"Pennsylvania"	"42"	"1986"	"1986"	3.00
	"Pennsylvania"	"42"	"1987"	"1987"	2.80
	"Pennsylvania"	"42"	"1988"	"1988"	2.47
	"Pennsylvania"	"42"	"1989"	"1989"	3.07
	"Pennsylvania"	"42"	"1990"	"1990"	3.45
	"Pennsylvania"	"42"	"1991"	"1991"	2.30
	"Pennsylvania"	"42"	"1992"	"1992"	2.78
	"Pennsylvania"	"42"	"1993"	"1993"	3.00
	"Pennsylvania"	"42"	"1994"	"1994"	3.13
	"Pennsylvania"	"42"	"1995"	"1995"	2.60
	"Pennsylvania"	"42"	"1996"	"1996"	3.81
	"Pennsylvania"	"42"	"1997"	"1997"	2.55
	"Pennsylvania"	"42"	"1998"	"1998"	2.65
	"Pennsylvania"	"42"	"1999"	"1999"	2.68
	"Pennsylvania"	"42"	"2000"	"2000"	2.70
	"Pennsylvania"	"42"	"2001"	"2001"	2.30
	"Pennsylvania"	"42"	"2002"	"2002"	2.94
	"Pennsylvania"	"42"	"2003"	"2003"	3.67
	"Pennsylvania"	"42"	"2004"	"2004"	3.65
	"Pennsylvania"	"42"	"2005"	"2005"	2.91
	"Pennsylvania"	"42"	"2006"	"2006"	3.21
	"Pennsylvania"	"42"	"2007"	"2007"	2.91
	"Pennsylvania"	"42"	"2008"	"2008"	3.25
	"Pennsylvania"	"42"	"2009"	"2009"	2.85
	"Pennsylvania"	"42"	"2010"	"2010"	2.84
	"Pennsylvania"	"42"	"2011"	"2011"	4.13
"Total"	"Pennsylvania"	"42"			2.98
	"Rhode Island"	"44"	"1979"	"1979"	4.04
	"Rhode Island"	"44"	"1980"	"1980"	2.71
	"Rhode Island"	"44"	"1981"	"1981"	2.99
	"Rhode Island"	"44"	"1982"	"1982"	3.47
	"Rhode Island"	"44"	"1983"	"1983"	4.56
	"Rhode Island"	"44"	"1984"	"1984"	3.64
	"Rhode Island"	"44"	"1985"	"1985"	2.97
	"Rhode Island"	"44"	"1986"	"1986"	3.48
	"Rhode Island"	"44"	"1987"	"1987"	3.04
	"Rhode Island"	"44"	"1988"	"1988"	3.07
	"Rhode Island"	"44"	"1989"	"1989"	3.96
	"Rhode Island"	"44"	"1990"	"1990"	3.51
	"Rhode Island"	"44"	"1991"	"1991"	3.31
	"Rhode Island"	"44"	"1992"	"1992"	3.54
	"Rhode Island"	"44"	"1993"	"1993"	3.14
	"Rhode Island"	"44"	"1994"	"1994"	3.21
	"Rhode Island"	"44"	"1995"	"1995"	2.75
	"Rhode Island"	"44"	"1996"	"1996"	3.93
	"Rhode Island"	"44"	"1997"	"1997"	2.92
	"Rhode Island"	"44"	"1998"	"1998"	3.89
	"Rhode Island"	"44"	"1999"	"1999"	3.05
	"Rhode Island"	"44"	"2000"	"2000"	3.28
	"Rhode Island"	"44"	"2001"	"2001"	2.67
	"Rhode Island"	"44"	"2002"	"2002"	3.32
	"Rhode Island"	"44"	"2003"	"2003"	3.69
	"Rhode Island"	"44"	"2004"	"2004"	3.35
	"Rhode Island"	"44"	"2005"	"2005"	3.90
	"Rhode Island"	"44"	"2006"	"2006"	3.88
	"Rhode Island"	"44"	"2007"	"2007"	2.81
	"Rhode Island"	"44"	"2008"	"2008"	3.88
	"Rhode Island"	"44"	"2009"	"2009"	3.73
	"Rhode Island"	"44"	"2010"	"2010"	3.68
	"Rhode Island"	"44"	"2011"	"2011"	4.04
"Total"	"Rhode Island"	"44"			3.44
	"South Carolina"	"45"	"1979"	"1979"	3.87
	"South Carolina"	"45"	"1980"	"1980"	3.13
	"South Carolina"	"45"	"1981"	"1981"	2.88
	"South Carolina"	"45"	"1982"	"1982"	3.41
	"South Carolina"	"45"	"1983"	"1983"	3.61
	"South Carolina"	"45"	"1984"	"1984"	3.25
	"South Carolina"	"45"	"1985"	"1985"	3.29
	"South Carolina"	"45"	"1986"	"1986"	2.72
	"South Carolina"	"45"	"1987"	"1987"	3.25
	"South Carolina"	"45"	"1988"	"1988"	2.73
	"South Carolina"	"45"	"1989"	"1989"	3.78
	"South Carolina"	"45"	"1990"	"1990"	3.11
	"South Carolina"	"45"	"1991"	"1991"	3.53
	"South Carolina"	"45"	"1992"	"1992"	3.84
	"South Carolina"	"45"	"1993"	"1993"	3.10
	"South Carolina"	"45"	"1994"	"1994"	3.86
	"South Carolina"	"45"	"1995"	"1995"	3.77
	"South Carolina"	"45"	"1996"	"1996"	3.15
	"South Carolina"	"45"	"1997"	"1997"	3.69
	"South Carolina"	"45"	"1998"	"1998"	3.70
	"South Carolina"	"45"	"1999"	"1999"	3.06
	"South Carolina"	"45"	"2000"	"2000"	2.88
	"South Carolina"	"45"	"2001"	"2001"	2.40
	"South Carolina"	"45"	"2002"	"2002"	3.28
	"South Carolina"	"45"	"2003"	"2003"	3.95
	"South Carolina"	"45"	"2004"	"2004"	3.16
	"South Carolina"	"45"	"2005"	"2005"	3.49
	"South Carolina"	"45"	"2006"	"2006"	3.20
	"South Carolina"	"45"	"2007"	"2007"	2.42
	"South Carolina"	"45"	"2008"	"2008"	3.22
	"South Carolina"	"45"	"2009"	"2009"	3.64
	"South Carolina"	"45"	"2010"	"2010"	3.05
	"South Carolina"	"45"	"2011"	"2011"	2.82
"Total"	"South Carolina"	"45"			3.28
	"South Dakota"	"46"	"1979"	"1979"	1.27
	"South Dakota"	"46"	"1980"	"1980"	1.02
	"South Dakota"	"46"	"1981"	"1981"	1.20
	"South Dakota"	"46"	"1982"	"1982"	1.73
	"South Dakota"	"46"	"1983"	"1983"	1.34
	"South Dakota"	"46"	"1984"	"1984"	1.45
	"South Dakota"	"46"	"1985"	"1985"	1.28
	"South Dakota"	"46"	"1986"	"1986"	1.74
	"South Dakota"	"46"	"1987"	"1987"	1.20
	"South Dakota"	"46"	"1988"	"1988"	1.05
	"South Dakota"	"46"	"1989"	"1989"	1.12
	"South Dakota"	"46"	"1990"	"1990"	1.20
	"South Dakota"	"46"	"1991"	"1991"	1.47
	"South Dakota"	"46"	"1992"	"1992"	1.39
	"South Dakota"	"46"	"1993"	"1993"	1.81
	"South Dakota"	"46"	"1994"	"1994"	1.31
	"South Dakota"	"46"	"1995"	"1995"	1.80
	"South Dakota"	"46"	"1996"	"1996"	1.62
	"South Dakota"	"46"	"1997"	"1997"	1.48
	"South Dakota"	"46"	"1998"	"1998"	1.76
	"South Dakota"	"46"	"1999"	"1999"	1.55
	"South Dakota"	"46"	"2000"	"2000"	1.32
	"South Dakota"	"46"	"2001"	"2001"	1.39
	"South Dakota"	"46"	"2002"	"2002"	1.00
	"South Dakota"	"46"	"2003"	"2003"	1.14
	"South Dakota"	"46"	"2004"	"2004"	1.37
	"South Dakota"	"46"	"2005"	"2005"	1.45
	"South Dakota"	"46"	"2006"	"2006"	1.15
	"South Dakota"	"46"	"2007"	"2007"	1.61
	"South Dakota"	"46"	"2008"	"2008"	1.64
	"South Dakota"	"46"	"2009"	"2009"	1.56
	"South Dakota"	"46"	"2010"	"2010"	1.74
	"South Dakota"	"46"	"2011"	"2011"	1.56
"Total"	"South Dakota"	"46"			1.42
	"Tennessee"	"47"	"1979"	"1979"	4.52
	"Tennessee"	"47"	"1980"	"1980"	3.11
	"Tennessee"	"47"	"1981"	"1981"	3.30
	"Tennessee"	"47"	"1982"	"1982"	4.01
	"Tennessee"	"47"	"1983"	"1983"	3.85
	"Tennessee"	"47"	"1984"	"1984"	3.89
	"Tennessee"	"47"	"1985"	"1985"	3.02
	"Tennessee"	"47"	"1986"	"1986"	3.14
	"Tennessee"	"47"	"1987"	"1987"	3.00
	"Tennessee"	"47"	"1988"	"1988"	3.26
	"Tennessee"	"47"	"1989"	"1989"	4.56
	"Tennessee"	"47"	"1990"	"1990"	4.21
	"Tennessee"	"47"	"1991"	"1991"	4.18
	"Tennessee"	"47"	"1992"	"1992"	3.13
	"Tennessee"	"47"	"1993"	"1993"	3.08
	"Tennessee"	"47"	"1994"	"1994"	3.99
	"Tennessee"	"47"	"1995"	"1995"	3.32
	"Tennessee"	"47"	"1996"	"1996"	3.84
	"Tennessee"	"47"	"1997"	"1997"	3.55
	"Tennessee"	"47"	"1998"	"1998"	3.68
	"Tennessee"	"47"	"1999"	"1999"	2.89
	"Tennessee"	"47"	"2000"	"2000"	2.77
	"Tennessee"	"47"	"2001"	"2001"	3.45
	"Tennessee"	"47"	"2002"	"2002"	3.89
	"Tennessee"	"47"	"2003"	"2003"	4.02
	"Tennessee"	"47"	"2004"	"2004"	4.02
	"Tennessee"	"47"	"2005"	"2005"	2.96
	"Tennessee"	"47"	"2006"	"2006"	3.28
	"Tennessee"	"47"	"2007"	"2007"	2.40
	"Tennessee"	"47"	"2008"	"2008"	3.24
	"Tennessee"	"47"	"2009"	"2009"	4.08
	"Tennessee"	"47"	"2010"	"2010"	3.34
	"Tennessee"	"47"	"2011"	"2011"	4.18
"Total"	"Tennessee"	"47"			3.55
	"Texas"	"48"	"1979"	"1979"	2.04
	"Texas"	"48"	"1980"	"1980"	1.63
	"Texas"	"48"	"1981"	"1981"	2.15
	"Texas"	"48"	"1982"	"1982"	1.83
	"Texas"	"48"	"1983"	"1983"	1.75
	"Texas"	"48"	"1984"	"1984"	1.79
	"Texas"	"48"	"1985"	"1985"	2.01
	"Texas"	"48"	"1986"	"1986"	2.28
	"Texas"	"48"	"1987"	"1987"	2.08
	"Texas"	"48"	"1988"	"1988"	1.42
	"Texas"	"48"	"1989"	"1989"	1.70
	"Texas"	"48"	"1990"	"1990"	2.12
	"Texas"	"48"	"1991"	"1991"	2.53
	"Texas"	"48"	"1992"	"1992"	2.34
	"Texas"	"48"	"1993"	"1993"	1.89
	"Texas"	"48"	"1994"	"1994"	2.04
	"Texas"	"48"	"1995"	"1995"	1.94
	"Texas"	"48"	"1996"	"1996"	1.75
	"Texas"	"48"	"1997"	"1997"	2.31
	"Texas"	"48"	"1998"	"1998"	1.88
	"Texas"	"48"	"1999"	"1999"	1.49
	"Texas"	"48"	"2000"	"2000"	1.82
	"Texas"	"48"	"2001"	"2001"	1.90
	"Texas"	"48"	"2002"	"2002"	2.23
	"Texas"	"48"	"2003"	"2003"	1.75
	"Texas"	"48"	"2004"	"2004"	2.83
	"Texas"	"48"	"2005"	"2005"	1.58
	"Texas"	"48"	"2006"	"2006"	1.78
	"Texas"	"48"	"2007"	"2007"	2.52
	"Texas"	"48"	"2008"	"2008"	1.85
	"Texas"	"48"	"2009"	"2009"	1.99
	"Texas"	"48"	"2010"	"2010"	1.93
	"Texas"	"48"	"2011"	"2011"	1.00
"Total"	"Texas"	"48"			1.94
	"Utah"	"49"	"1979"	"1979"	0.80
	"Utah"	"49"	"1980"	"1980"	1.20
	"Utah"	"49"	"1981"	"1981"	1.05
	"Utah"	"49"	"1982"	"1982"	1.18
	"Utah"	"49"	"1983"	"1983"	1.40
	"Utah"	"49"	"1984"	"1984"	1.06
	"Utah"	"49"	"1985"	"1985"	1.02
	"Utah"	"49"	"1986"	"1986"	1.04
	"Utah"	"49"	"1987"	"1987"	1.05
	"Utah"	"49"	"1988"	"1988"	0.76
	"Utah"	"49"	"1989"	"1989"	0.61
	"Utah"	"49"	"1990"	"1990"	0.83
	"Utah"	"49"	"1991"	"1991"	0.93
	"Utah"	"49"	"1992"	"1992"	0.95
	"Utah"	"49"	"1993"	"1993"	1.14
	"Utah"	"49"	"1994"	"1994"	0.93
	"Utah"	"49"	"1995"	"1995"	1.11
	"Utah"	"49"	"1996"	"1996"	0.98
	"Utah"	"49"	"1997"	"1997"	1.14
	"Utah"	"49"	"1998"	"1998"	1.18
	"Utah"	"49"	"1999"	"1999"	0.77
	"Utah"	"49"	"2000"	"2000"	0.83
	"Utah"	"49"	"2001"	"2001"	0.72
	"Utah"	"49"	"2002"	"2002"	0.61
	"Utah"	"49"	"2003"	"2003"	0.81
	"Utah"	"49"	"2004"	"2004"	1.03
	"Utah"	"49"	"2005"	"2005"	1.14
	"Utah"	"49"	"2006"	"2006"	0.99
	"Utah"	"49"	"2007"	"2007"	0.85
	"Utah"	"49"	"2008"	"2008"	0.79
	"Utah"	"49"	"2009"	"2009"	0.83
	"Utah"	"49"	"2010"	"2010"	1.15
	"Utah"	"49"	"2011"	"2011"	0.97
"Total"	"Utah"	"49"			0.97
	"Vermont"	"50"	"1979"	"1979"	3.01
	"Vermont"	"50"	"1980"	"1980"	2.46
	"Vermont"	"50"	"1981"	"1981"	3.30
	"Vermont"	"50"	"1982"	"1982"	2.59
	"Vermont"	"50"	"1983"	"1983"	3.77
	"Vermont"	"50"	"1984"	"1984"	3.02
	"Vermont"	"50"	"1985"	"1985"	2.69
	"Vermont"	"50"	"1986"	"1986"	3.18
	"Vermont"	"50"	"1987"	"1987"	2.89
	"Vermont"	"50"	"1988"	"1988"	2.61
	"Vermont"	"50"	"1989"	"1989"	3.14
	"Vermont"	"50"	"1990"	"1990"	3.79
	"Vermont"	"50"	"1991"	"1991"	2.87
	"Vermont"	"50"	"1992"	"1992"	2.70
	"Vermont"	"50"	"1993"	"1993"	2.91
	"Vermont"	"50"	"1994"	"1994"	2.95
	"Vermont"	"50"	"1995"	"1995"	2.93
	"Vermont"	"50"	"1996"	"1996"	3.76
	"Vermont"	"50"	"1997"	"1997"	2.92
	"Vermont"	"50"	"1998"	"1998"	3.35
	"Vermont"	"50"	"1999"	"1999"	2.92
	"Vermont"	"50"	"2000"	"2000"	3.33
	"Vermont"	"50"	"2001"	"2001"	2.29
	"Vermont"	"50"	"2002"	"2002"	3.26
	"Vermont"	"50"	"2003"	"2003"	3.46
	"Vermont"	"50"	"2004"	"2004"	2.94
	"Vermont"	"50"	"2005"	"2005"	3.62
	"Vermont"	"50"	"2006"	"2006"	3.68
	"Vermont"	"50"	"2007"	"2007"	3.19
	"Vermont"	"50"	"2008"	"2008"	3.88
	"Vermont"	"50"	"2009"	"2009"	3.12
	"Vermont"	"50"	"2010"	"2010"	3.38
	"Vermont"	"50"	"2011"	"2011"	3.98
"Total"	"Vermont"	"50"			3.15
	"Virginia"	"51"	"1979"	"1979"	3.86
	"Virginia"	"51"	"1980"	"1980"	2.50
	"Virginia"	"51"	"1981"	"1981"	2.55
	"Virginia"	"51"	"1982"	"1982"	3.10
	"Virginia"	"51"	"1983"	"1983"	3.21
	"Virginia"	"51"	"1984"	"1984"	3.11
	"Virginia"	"51"	"1985"	"1985"	3.00
	"Virginia"	"51"	"1986"	"1986"	2.43
	"Virginia"	"51"	"1987"	"1987"	3.11
	"Virginia"	"51"	"1988"	"1988"	2.42
	"Virginia"	"51"	"1989"	"1989"	3.67
	"Virginia"	"51"	"1990"	"1990"	3.12
	"Virginia"	"51"	"1991"	"1991"	2.69
	"Virginia"	"51"	"1992"	"1992"	3.05
	"Virginia"	"51"	"1993"	"1993"	3.08
	"Virginia"	"51"	"1994"	"1994"	3.07
	"Virginia"	"51"	"1995"	"1995"	2.96
	"Virginia"	"51"	"1996"	"1996"	3.75
	"Virginia"	"51"	"1997"	"1997"	2.59
	"Virginia"	"51"	"1998"	"1998"	3.15
	"Virginia"	"51"	"1999"	"1999"	2.88
	"Virginia"	"51"	"2000"	"2000"	2.74
	"Virginia"	"51"	"2001"	"2001"	2.37
	"Virginia"	"51"	"2002"	"2002"	2.97
	"Virginia"	"51"	"2003"	"2003"	4.38
	"Virginia"	"51"	"2004"	"2004"	3.40
	"Virginia"	"51"	"2005"	"2005"	2.79
	"Virginia"	"51"	"2006"	"2006"	3.21
	"Virginia"	"51"	"2007"	"2007"	2.35
	"Virginia"	"51"	"2008"	"2008"	2.88
	"Virginia"	"51"	"2009"	"2009"	3.57
	"Virginia"	"51"	"2010"	"2010"	2.87
	"Virginia"	"51"	"2011"	"2011"	3.24
"Total"	"Virginia"	"51"			3.03
	"Washington"	"53"	"1979"	"1979"	2.75
	"Washington"	"53"	"1980"	"1980"	3.23
	"Washington"	"53"	"1981"	"1981"	3.23
	"Washington"	"53"	"1982"	"1982"	3.37
	"Washington"	"53"	"1983"	"1983"	3.72
	"Washington"	"53"	"1984"	"1984"	3.28
	"Washington"	"53"	"1985"	"1985"	2.09
	"Washington"	"53"	"1986"	"1986"	2.98
	"Washington"	"53"	"1987"	"1987"	2.46
	"Washington"	"53"	"1988"	"1988"	2.83
	"Washington"	"53"	"1989"	"1989"	2.65
	"Washington"	"53"	"1990"	"1990"	3.59
	"Washington"	"53"	"1991"	"1991"	2.89
	"Washington"	"53"	"1992"	"1992"	2.64
	"Washington"	"53"	"1993"	"1993"	2.45
	"Washington"	"53"	"1994"	"1994"	2.98
	"Washington"	"53"	"1995"	"1995"	3.64
	"Washington"	"53"	"1996"	"1996"	3.72
	"Washington"	"53"	"1997"	"1997"	3.32
	"Washington"	"53"	"1998"	"1998"	3.16
	"Washington"	"53"	"1999"	"1999"	2.94
	"Washington"	"53"	"2000"	"2000"	2.24
	"Washington"	"53"	"2001"	"2001"	2.53
	"Washington"	"53"	"2002"	"2002"	2.45
	"Washington"	"53"	"2003"	"2003"	2.97
	"Washington"	"53"	"2004"	"2004"	2.49
	"Washington"	"53"	"2005"	"2005"	2.64
	"Washington"	"53"	"2006"	"2006"	3.38
	"Washington"	"53"	"2007"	"2007"	2.39
	"Washington"	"53"	"2008"	"2008"	2.33
	"Washington"	"53"	"2009"	"2009"	2.62
	"Washington"	"53"	"2010"	"2010"	3.18
	"Washington"	"53"	"2011"	"2011"	2.94
"Total"	"Washington"	"53"			2.91
	"West Virginia"	"54"	"1979"	"1979"	3.60
	"West Virginia"	"54"	"1980"	"1980"	3.04
	"West Virginia"	"54"	"1981"	"1981"	2.91
	"West Virginia"	"54"	"1982"	"1982"	3.03
	"West Virginia"	"54"	"1983"	"1983"	3.09
	"West Virginia"	"54"	"1984"	"1984"	3.09
	"West Virginia"	"54"	"1985"	"1985"	3.07
	"West Virginia"	"54"	"1986"	"1986"	2.97
	"West Virginia"	"54"	"1987"	"1987"	2.71
	"West Virginia"	"54"	"1988"	"1988"	2.43
	"West Virginia"	"54"	"1989"	"1989"	3.78
	"West Virginia"	"54"	"1990"	"1990"	3.41
	"West Virginia"	"54"	"1991"	"1991"	2.90
	"West Virginia"	"54"	"1992"	"1992"	2.71
	"West Virginia"	"54"	"1993"	"1993"	2.60
	"West Virginia"	"54"	"1994"	"1994"	3.08
	"West Virginia"	"54"	"1995"	"1995"	2.87
	"West Virginia"	"54"	"1996"	"1996"	3.71
	"West Virginia"	"54"	"1997"	"1997"	2.62
	"West Virginia"	"54"	"1998"	"1998"	2.99
	"West Virginia"	"54"	"1999"	"1999"	2.29
	"West Virginia"	"54"	"2000"	"2000"	2.73
	"West Virginia"	"54"	"2001"	"2001"	2.77
	"West Virginia"	"54"	"2002"	"2002"	3.34
	"West Virginia"	"54"	"2003"	"2003"	4.11
	"West Virginia"	"54"	"2004"	"2004"	3.67
	"West Virginia"	"54"	"2005"	"2005"	2.98
	"West Virginia"	"54"	"2006"	"2006"	3.01
	"West Virginia"	"54"	"2007"	"2007"	2.85
	"West Virginia"	"54"	"2008"	"2008"	3.30
	"West Virginia"	"54"	"2009"	"2009"	3.33
